E2F1,E2F1errors,E2F4,E2F4errors
-0.106043725,0.014967635,-0.214893656,0.018923788
-0.093762374,0.010550502,-0.221495305,0.007505967
0.046078026,0.01286612,-0.306802067,0.009939873
0.103556403,0.010718608,-0.245848341,0.014180168
-0.096687059,0.010094764,-0.20139838,0.008979927
-0.002560006,0.013911565,-0.23382294,0.011892998
-0.067324144,0.0091627,-0.303080575,0.012279549
-0.092424391,0.014919756,-0.285556056,0.010945217
0.032821822,0.016433886,-0.207200693,0.014323741
-0.109684362,0.012455379,-0.258497677,0.012914843
-0.037005438,0.026609869,-0.266568839,0.012308109
-0.168378683,0.015366222,-0.356529757,0.017203066
-0.01382041,0.015389816,-0.221086173,0.008558268
-0.039726439,0.013947833,-0.286680398,0.013163372
-0.008256303,0.011603284,-0.252711082,0.014136766
-0.135799279,0.012176364,-0.244259843,0.006787234
-0.039097225,0.020593982,-0.213255316,0.011146519
0.068026868,0.016307943,-0.261679511,0.014491753
0.011499798,0.014186118,-0.308211204,0.016531333
-0.187871796,0.022543996,-0.1764701,0.01384203
0.152776219,0.018678504,-0.271489956,0.017218823
-0.12384769,0.015255194,-0.313656477,0.018757238
-0.021081102,0.019683299,-0.286415855,0.016392963
0.08442827,0.015340994,-0.257324811,0.007775767
-0.023078835,0.016647006,-0.29386809,0.01293502
0.096339941,0.019821477,-0.227219296,0.015260073
-0.151283025,0.010376934,-0.360203906,0.009418631
0.011216427,0.009487552,-0.239150016,0.012616244
-0.064097196,0.022011654,-0.160736396,0.014060504
-0.099868618,0.010441133,-0.275301864,0.014735638
-0.02601289,0.016908973,-0.244344893,0.015250961
-0.158177428,0.015424882,-0.2360035,0.009987636
0.008938681,0.007132746,-0.277258522,0.016083837
-0.068614603,0.019660279,-0.204059138,0.010800041
-0.091349077,0.016813285,-0.276438682,0.013345677
-0.104195109,0.012559634,-0.337966838,0.012889302
-0.012823646,0.019326495,-0.163670355,0.013519354
-0.034732913,0.013573266,-0.280420387,0.006999454
-0.100662558,0.010827981,-0.316012772,0.013397715
-0.003203307,0.020169585,-0.214275259,0.010694349
-0.165592278,0.015573485,-0.340154718,0.010687118
-0.096913435,0.018886853,-0.210258759,0.008688612
0.045233505,0.013585732,-0.095756208,0.011672262
-0.031500416,0.011853943,-0.330354153,0.009036644
-0.078875441,0.01165655,-0.321937362,0.008937749
-0.03841025,0.010998108,-0.363004651,0.005216866
-0.036649723,0.019603696,-0.167424092,0.018130225
0.095798004,0.01940869,-0.272159657,0.012215213
-0.11612557,0.012803501,-0.290697482,0.011486956
-0.106605136,0.013148906,-2.55E-01,0.016529161
0.078141653,0.019222045,-0.165801703,0.014223347
0.082440344,0.024262819,-0.261953436,0.009805365
-0.057707016,0.013262745,-0.254185276,0.011903118
-0.049323734,0.021322899,-0.230478171,0.010457221
-0.051181615,0.013706943,-0.238892139,0.007077185
-0.100315408,0.010481564,-0.29258934,0.010457373
0.04696128,0.007093537,-0.294984535,0.007022355
-0.134775093,0.01274307,-0.22929042,0.013606544
-0.005224004,0.014995489,-0.25728769,0.012358738
-0.040431011,0.024265429,-0.147044933,0.010080859
-0.033708584,0.020151125,-0.201140842,0.014533003
-0.022354622,0.010005626,-0.306268549,0.019129727
-0.037181487,0.021639792,-0.262736506,0.014522345
0.043787996,0.011247367,-0.233138702,0.007276189
-0.17382819,0.011789667,-0.36421462,0.01630398
0.088317103,0.015500701,-0.127996029,0.010010383
-0.00560792,0.01860088,-0.282390859,0.011791043
-0.029973283,0.017539355,-0.212712288,0.009573684
-0.033311662,0.023468825,-0.316395186,0.012189504
0.029734849,0.013313611,-0.222851982,0.015742364
-0.072520062,0.014698224,-0.270279258,0.010375099
-0.030483962,0.019927994,-0.320727483,0.013174747
0.033232684,0.015212749,-0.289076836,0.011092925
0.041262248,0.009210826,-0.129537868,0.011754212
-0.058452471,0.014813762,-0.15140178,0.014279901
0.0170348,0.007937976,-0.254926665,0.014477204
-0.057399952,0.012862614,-0.178488357,0.013125972
-0.061319957,0.011884999,-0.314845266,0.008579496
-0.108779234,0.01092197,-0.310117687,0.011543004
-0.024683925,0.016907269,-0.296391306,0.003466356
-0.061025053,0.019355103,-0.247389609,0.017991221
-0.015795378,0.01789301,-0.260706015,0.011865652
-0.138745063,0.011921687,-0.339914412,0.010124725
0.049117211,0.015454113,-0.27958593,0.013084711
0.080964362,0.0144934,-0.286826429,0.012691004
-0.22884485,0.017762461,-0.26809551,0.009647364
-0.012751557,0.012027567,-0.215237597,0.010656289
-0.067900443,0.018725955,-0.302013096,0.011072964
-0.092824145,0.00921292,-2.56E-01,0.010960652
-0.007220834,0.00845042,-0.238599069,0.015757739
0.05905741,0.013038506,-0.339203799,0.011413683
-0.138963814,0.0124382,-0.256369054,0.01101019
-0.023340784,0.015693261,-0.176842862,0.007543246
-0.182192648,0.01417274,-0.324774386,0.013746884
0.099464297,0.02111064,-0.16727985,0.016054678
0.096629733,0.016123597,-0.258305012,0.011567901
-0.014279789,0.014752849,-0.189296361,0.011909185
-0.116520883,0.013111823,-0.352779089,0.011466684
-0.114108023,0.018312511,-0.179436181,0.013757627
-0.206132854,0.006527621,-0.35236573,0.010798355
-0.081452167,0.014723246,-0.180758383,0.013561965
0.049303141,0.013530529,-0.261333906,0.012215307
0.009188198,0.014160596,-0.27862084,0.013857742
-0.050066299,0.011910233,-0.284701659,0.011498623
-0.128543875,0.017581132,-0.290593426,0.014148242
0.064942697,0.018238614,-0.142565548,0.01681739
-0.076834154,0.011407135,-0.187040139,0.009176632
-3.83E-02,0.017307973,-2.24E-01,0.010837141
-0.10439339,0.013861963,-0.328834033,0.012531183
-0.02009223,0.008383464,-0.360364775,0.008829945
-3.76E-02,0.004633281,-3.18E-01,0.010079811
-0.073951426,0.014173647,-0.207373407,0.009058508
0.087820647,0.020944969,-0.168650916,0.01817155
-0.148022935,0.008478574,-0.282168701,0.014555154
0.02605331,0.015085884,-0.269023548,0.010315007
0.116646724,0.015703845,-0.218974735,0.011585166
-0.135734778,0.019705073,-0.280082104,0.008405205
-0.093332895,0.011598526,-0.262248203,0.008618346
-0.041969758,0.014522388,-0.22425666,0.013897725
-0.058459586,0.015471131,-0.168264301,0.014622574
-0.086842331,0.012168357,-0.321673267,0.010461838
-0.064891885,0.012212093,-0.293101953,0.017112857
-0.109918502,0.016824876,-0.362386421,0.015049259
-0.157196635,0.01129285,-0.232725778,0.017655605
0.058431636,0.01636101,-0.223650573,0.010571063
0.001699283,0.017206632,-0.218624859,0.013353121
0.078189948,0.015488716,-0.173741734,0.012912335
0.063128992,0.014099549,-0.238187014,0.00966105
-0.078715497,0.00830565,-0.328245176,0.016092124
0.043490789,0.023716638,-0.189924888,0.013011564
-0.03521983,0.013948737,-0.276485371,0.013117687
0.117798613,0.015545622,-0.155510146,0.012503155
-0.029127231,0.007695241,-0.32981259,0.015057846
-0.048900502,0.014284041,-0.308727529,0.006913525
-0.110113082,0.017331196,-0.269588419,0.010922288
0.079390001,0.016520803,-0.147806549,0.015633946
-0.114833811,0.015952067,-0.394308047,0.011871499
-0.134966778,0.012887952,-0.306365253,0.012494975
0.000876342,0.018701328,-0.215582254,0.007953277
-0.099777552,0.017140022,-0.286580282,0.010113612
-0.101699552,0.023032695,-0.212599025,0.01134977
0.043178999,0.012575734,-0.266311868,0.011724595
-0.08484165,0.012111893,-0.249038425,0.014136507
-0.038253651,0.013030871,-0.243775604,0.010149238
-0.028126237,0.014844998,-0.195610339,0.010219753
-0.021239087,0.017888243,-0.245435707,0.011591229
-0.030434205,0.007098142,-0.303572705,0.014086557
-0.038436027,0.015932024,-0.224468879,0.013697336
0.096119824,0.017814435,-0.247654724,0.013154196
-0.23179602,0.014420784,-0.356180967,0.009310627
-0.032798068,0.01150965,-0.247401969,0.010402476
-0.229793383,0.016221857,-0.349793892,0.009886362
0.009010961,0.017036114,-0.322839649,0.015063766
0.046492077,0.015408006,-0.143416374,0.007657158
-0.100687322,0.012761895,-0.341685685,0.013780919
0.029989507,0.013115515,-0.255611982,0.013718704
-0.006889951,0.013446681,-0.11358213,0.017753575
-0.076454167,0.013277457,-0.316035371,0.010489953
0.087446837,0.0113898,-0.118574955,0.013269689
-0.10448308,0.016963351,-0.34314119,0.013693802
-0.059315651,0.015988544,-0.249592056,0.014647702
-0.111972885,0.012455166,-0.299262352,0.011298878
0.0896239,0.012286455,-0.148036541,0.009945414
-0.097723883,0.017414739,-0.319728887,0.010759979
-0.07743335,0.013416234,-0.175841004,0.013010053
-0.028520962,0.014200305,-0.206600296,0.009931423
-0.113751977,0.018188312,-0.265973735,0.014964474
0.018765551,0.016583381,-0.199056043,0.013074786
-0.138226252,0.017346231,-0.363518306,0.014310722
-0.017501307,0.01795445,-0.1238436,0.01136805
0.010259518,0.010831477,-0.221397875,0.007854161
-0.023028925,0.011416426,-0.275809854,0.013707236
-0.042692158,0.018391128,-0.275071616,0.010851369
-0.081434191,0.014964217,-0.26482857,0.013232594
-0.114750279,0.015229385,-0.402899245,0.015462542
0.024988998,0.010691238,-0.237709148,0.010414461
-0.159419061,0.012939636,-0.247478133,0.007587865
0.009284047,0.012188575,-0.246276303,0.012561298
0.156451241,0.017344888,-0.237609914,0.014845723
0.016858066,0.012942077,-0.187425195,0.007193993
0.074433397,0.014724643,-0.187412694,0.011513049
0.050155415,0.013368201,-0.324630941,0.011443233
-0.080323505,0.016834776,-0.300787909,0.010515379
0.117569449,0.01554024,-0.2382335,0.011558771
-0.004334358,0.014398708,-0.19592076,0.017563932
-0.024107118,0.013492008,-0.227330969,0.019869428
-0.155327665,0.018462165,-0.272096832,0.014605662
-0.134685216,0.016782112,-0.282289985,0.018192594
-0.038649334,0.014814725,-0.300522753,0.010805171
-0.099569205,0.019042478,-0.273364001,0.008409777
0.036055348,0.014107588,-0.229401954,0.012187976
-0.198858406,0.022884117,-0.376226364,0.009829797
-0.046826142,0.009776299,-0.268326177,0.008104465
0.023042123,0.008258816,-0.205480567,0.011907565
-0.03937718,0.022672261,-0.214826404,0.013630302
0.061001007,0.015225747,-0.103741149,0.010552927
-0.106361711,0.013234749,-0.30151827,0.010389769
0.017785274,0.016281414,-0.235348663,0.009764758
0.0260722,0.009373393,-0.246525024,0.011067783
-0.044413311,0.01569651,-0.269444255,0.011082603
0.052717753,0.010205978,-0.322950099,0.005808241
0.074457663,0.009710045,-0.170685601,0.016073061
-0.018769464,0.016741259,-0.177641057,0.009768524
0.006181101,0.015033416,-0.320118197,0.008388393
-0.054291046,0.009228729,-0.317369653,0.017817099
-0.165203584,0.013013476,-0.261930964,0.017785203
-0.045748539,0.02068915,-0.296720919,0.011179681
-0.069873885,0.010994775,-0.297064533,0.01385052
-0.185594491,0.018914749,-0.216983216,0.012738212
-0.09370473,0.015589658,-0.295829507,0.012294413
0.012186474,0.014410961,-0.273874777,0.012689504
-0.026945279,0.013573899,-0.272825274,0.010602352
0.060236775,0.015439877,-0.194210783,0.010428568
-0.024055992,0.016518467,-0.232946511,0.009182421
-0.023303887,0.0101252,-0.234907417,0.011633467
-0.113067063,0.016032899,-0.387813996,0.014466593
0.000219117,0.015481508,-0.311664219,0.008163276
-0.05365758,0.009556588,-0.227686005,0.013101211
-0.081877934,0.016603628,-0.349422543,0.014269931
-0.073719061,0.015927127,-0.131375684,0.01054371
-0.069678754,0.014633447,-0.140690713,0.013633722
0.034371692,0.012404964,-0.265661019,0.010617001
-0.021057003,0.011310973,-0.26322878,0.01735775
-0.082100574,0.013573816,-0.279314838,0.014662201
-0.108641746,0.017281553,-0.292047495,0.007996385
-0.006972881,0.016264433,-0.207115465,0.01133572
-0.047163927,0.023959222,-0.272284849,0.00742407
0.019090809,0.013947825,-0.260457187,0.011988118
0.067895849,0.009679699,-0.132667697,0.010944244
-0.313158415,0.011781397,-0.462067028,0.012823081
-0.001330429,0.010037838,-0.24510019,0.014437581
-0.090276559,0.015723229,-0.249443321,0.008207931
-0.012562674,0.013610988,-0.297479529,0.013851273
