E2F1,E2F1errors,E2F4,E2F4errors
-0.248570478,0.019192304,-0.307872948,0.016663043
-0.100349005,0.018195386,-0.136354465,0.034046955
-0.00960805,0.018666735,-0.145214297,0.014259072
-0.116863561,0.020093318,-2.15E-01,0.022260394
-0.060828972,0.027575465,-0.176219889,0.031122727
-0.273269033,0.017077606,-0.295836745,0.013046074
-0.220156724,0.013474927,-0.30067698,0.024815675
-0.23020975,0.025598981,-0.226653127,0.023437376
-0.12293004,0.018601874,-0.208402552,0.022341675
-0.009655489,0.026026611,-0.189572279,0.023758616
-0.167328669,0.018595143,-0.255904739,0.023922667
-0.187178262,0.015811911,-0.135917623,0.015019651
-0.129980808,0.014552999,-0.22700565,0.014461794
-0.176040774,0.006105305,-0.315625814,0.013784685
0.004081301,0.018101132,-0.197401981,0.014121587
-0.149781664,0.015831545,-0.171119212,0.026430742
-0.047351222,0.02146976,-0.198544048,0.01357157
-0.127873726,0.019690199,-0.190204783,0.018092386
-0.128334791,0.013379578,-0.286639119,0.017892322
-0.123124382,0.022985482,-0.443148131,0.025985329
-0.190794392,0.021503472,-0.043285675,0.021328456
-0.173715627,0.018523417,-0.300513149,0.015254852
-0.074041483,0.009775549,-0.02939748,0.022540087
-0.059892984,0.019043601,-0.155967248,0.023748881
-0.207517254,0.013983158,-0.18489496,0.025627469
-0.162833544,0.018760119,-0.24859804,0.019283262
-0.104813585,0.019679776,-0.252453107,0.024975617
-0.20734372,0.004359678,-0.304786297,0.022957803
-0.138466673,0.021047983,-0.34008643,0.027517599
-0.076117697,0.015392152,0.027351256,0.019943949
-0.19179188,0.015944746,-0.261278312,0.017769338
0.049464286,0.023214304,0.023804204,0.041085112
-0.266953549,0.019505123,-0.286954156,0.012308174
-0.31611918,0.015108511,-0.485308194,0.032064507
-0.147189265,0.022091094,-0.146540154,0.026341558
-0.128780013,0.018260118,-0.199726787,0.032329666
-0.137221003,0.020399219,-0.254700685,0.029040962
-0.145141616,0.012900948,-0.187076061,0.023148443
-0.227990859,0.014456304,-0.316815675,0.026635256
-0.22191508,0.01427605,-0.390358706,0.023984033
-0.179988094,0.014864567,-0.068334898,0.018615817
0.007815003,0.026895367,-0.257313152,0.02794842
-0.207790762,0.016368744,-0.283079607,0.027588497
-0.012917092,0.014027146,-0.035417356,0.022963925
-0.089820825,0.016073518,-0.143889785,0.023262274
-0.107343474,0.018719412,-0.433428395,0.020406936
-0.08263433,0.015431678,0.035296428,0.028558337
-0.145590268,0.025208842,-0.301551134,0.017101944
-0.006601191,0.016478614,-0.222118164,0.01864214
-0.298708183,0.013672792,-0.323646723,0.016880721
-0.095224683,0.019151802,-0.271383979,0.01555406
-0.039416912,0.017794031,-0.021981655,0.029462994
-0.123199956,0.019461653,-0.382498527,0.017261958
-0.053412408,0.01771902,0.004437597,0.023507089
-0.114516117,0.014663411,-0.210938186,0.041298834
-0.112334758,0.017799961,-0.341965492,0.016997821
-0.15483136,0.01591228,-0.104682673,0.02960213
-0.120270669,0.018156577,-0.059726321,0.026798227
-0.159130101,0.012418438,-0.264495701,0.017405928
-0.189413963,0.01401092,-2.00E-01,0.007785606
-0.183935332,0.020759952,-0.328787047,0.015999068
-0.168182921,0.014635376,-0.078722354,0.023999214
-0.090196199,0.023586046,-0.301606063,0.019453553
-0.000135578,0.012284473,-0.232833167,0.024703038
-0.170216443,0.012420447,-1.09E-01,0.028840624
-0.022929538,0.021714213,-0.010478764,0.032810479
-0.197672166,0.01944507,-0.284619951,0.01366552
-0.126540385,0.014597691,-0.126255124,0.020700871
-0.140751016,0.015055202,-0.339756684,0.020083189
-0.222093738,0.018177553,-2.81E-01,0.031565456
-0.080091301,0.013738304,-0.268230911,0.013832902
-0.353791093,0.016295719,-0.398280464,0.021553742
-0.177750638,0.024525032,-0.251714674,0.026010615
-0.137000821,0.01366036,-0.281069419,0.023548666
-0.174507542,0.032358774,-0.204449608,0.038467816
-0.14385257,0.009456529,-0.199512675,0.021776238
-0.112856135,0.020871885,-0.221560081,0.013950678
-0.111397245,0.015210861,-0.227244792,0.019355886
-0.01225084,0.015136148,-0.201460001,0.011073212
-0.185349864,0.014833119,-0.192596987,0.028498483
-0.037731109,0.014352311,-0.225883331,0.02446955
-0.171079992,0.023514457,-0.351788405,0.028946903
-0.014023903,0.017452792,-0.109643324,0.0179188
-0.199658253,0.0113893,-0.341025707,0.023970977
-0.186264023,0.018775744,-0.21867696,0.018734549
-0.074432794,0.015494215,-0.078212468,0.02497026
-0.051689253,0.020740255,-0.218789642,0.023476786
-0.217478184,0.020254357,-0.388206507,0.022909793
0.021941061,0.022270528,-0.014439787,0.02195576
-0.234352615,0.015402311,-0.336369979,0.012051822
-0.215648946,0.011948248,-0.039972085,0.026608243
-0.019431209,0.013029477,-0.132910937,0.023017998
-0.190402716,0.010260045,-0.274826505,0.020423613
-0.222599312,0.018890038,-2.15E-01,0.026136585
-0.204271947,0.012902802,-0.234610166,0.030333042
-0.136506836,0.011576846,-0.234986048,0.021407044
-0.133631446,0.024695023,-0.136814876,0.020108954
-0.24696788,0.013365068,-0.516383931,0.023547365
-0.107246409,0.021231023,-0.226759719,0.029018678
-0.057041473,0.016145748,-0.115042222,0.018346942
-0.218788761,0.019896253,-0.194572743,0.030829505
-0.084499173,0.016247534,-0.116385147,0.024225561
-0.304937341,0.01255354,-0.14031497,0.029033296
-0.090992958,0.016431773,-0.34596651,0.022757799
-0.108525153,0.035038748,-0.250363924,0.018633079
-0.035788761,0.013727888,-0.11238392,0.02369711
-0.049637826,0.017629917,-0.046495437,0.025712308
-1.34E-01,0.013299888,-0.250484065,0.012657279
-0.108149181,0.01502169,-0.180296893,0.023509485
-0.157423934,0.015634556,-0.265962964,0.020273666
-0.239083069,0.022077605,-0.359189231,0.019553563
-0.163830228,0.013188589,-0.165621549,0.018371709
-0.22473019,0.012702739,-0.290289891,0.023597262
-0.072408319,0.018099747,-0.013403743,0.025824237
-0.1358843,0.008226129,-0.2072982,0.008937146
-0.184329277,0.018441486,-0.137932878,0.021320886
-0.073472739,0.014097849,-0.267171109,0.024921297
-0.192884749,0.012925412,-0.29520495,0.024472944
-0.091516873,0.023973913,-0.339459975,0.02798689
-0.092413886,0.011292489,-0.132335594,0.019052307
-0.248117489,0.013223252,-0.208083583,0.012850082
-0.142924116,0.018547386,-0.265769731,0.029193783
-0.044229374,0.017926559,-0.194236399,0.024624551
-0.033099482,0.015710107,-0.192517125,0.016871737
-0.17451728,0.019865587,-0.203307184,0.018901031
-0.112289395,0.027494085,-0.129822141,0.02927726
-0.040634952,0.017146241,-0.199343478,0.024601107
-0.223066148,0.013426332,-0.123168381,0.015816284
0.052947891,0.021691593,-0.200654091,0.027574708
-0.180289426,0.018218825,-0.174785304,0.027358627
-1.35E-01,0.013383685,-0.327429975,0.019312702
-0.066695742,0.014811359,-0.159108125,0.024493999
-0.204502353,0.022202697,-0.096536302,0.017294166
-0.148536683,0.014161337,-0.340306506,0.022511648
-0.146574409,0.016332437,-0.165969245,0.021199214
-0.125549299,0.029512086,-0.265357114,0.033504076
-0.242253165,0.013922417,-0.12691577,0.024937291
-0.183436067,0.011589876,-0.292309329,0.022498632
0.037852802,0.026455058,-0.20747263,0.02958313
-0.162651973,0.012797156,-0.181121512,0.017804283
0.0698383,0.01942055,-0.142245456,0.02108599
-0.212816954,0.02018603,-0.246408326,0.016164815
-0.149196151,0.018185018,-0.258545901,0.016267949
-0.012630361,0.014942711,-0.021937909,0.016311536
-0.060847234,0.01766363,-0.298467514,0.0112998
-0.284123673,0.014503121,-0.149436787,0.019924344
-0.209968121,0.019319152,-0.250413721,0.02565242
-0.070153356,0.015500748,-0.300857107,0.022031865
-0.175581301,0.014756778,-0.404787513,0.030248352
-0.16651502,0.019088134,0.012620517,0.012125909
-0.207026863,0.012834698,-0.327153393,0.019113547
-0.186743525,0.0220871,-0.138688624,0.017483016
0.01737288,0.026939536,-0.167899702,0.024024172
-0.143670688,0.013051634,-0.298315193,0.028009027
-0.260869121,0.011080248,-0.166145645,0.029606906
-0.125389511,0.016999625,-0.204739011,0.017897559
-0.085657351,0.012335006,-0.347826765,0.024400242
-0.252554581,0.019785374,-0.03948652,0.028420852
-0.064633325,0.014386081,-0.374743202,0.021087283
-0.271269252,0.015501935,-0.452811291,0.029498447
-0.246103076,0.017232281,-0.288413611,0.013871439
-0.121791345,0.011566451,-0.389808468,0.026320341
-0.115512449,0.019230146,-0.133755705,0.020968738
-0.195070038,0.018217699,-0.044625013,0.019004446
-0.225209516,0.018660422,-0.417506468,0.032709036
-0.057673746,0.024483194,-0.172637214,0.034330181
-0.034498919,0.016827145,-0.089833273,0.017800404
-0.080351206,0.015762526,-0.28048529,0.025638867
-0.225957463,0.017489064,-0.235941702,0.02148216
-0.058126482,0.012655147,-0.211269392,0.034228311
-0.185631164,0.011725566,-0.267896664,0.02780073
-0.093037204,0.014638307,-0.26247736,0.017102499
-0.117910653,0.013668838,-0.126509779,0.019603928
-0.202928243,0.016350552,-3.35E-01,0.04998857
-0.070147587,0.025789513,0.238853631,0.030826547
-0.13102855,0.013946457,-0.233963178,0.019165904
-0.085538083,0.014815891,-0.079674608,0.023765692
-0.05602262,0.015153103,-0.239223451,0.019830738
-0.058200941,0.010548052,-0.222563566,0.009939287
-0.209703037,0.018934329,-0.216414677,0.027110863
-0.127052175,0.018954394,-0.024364315,0.021581777
-0.19141834,0.012762721,-0.237337909,0.016540136
-0.05775176,0.017929777,-0.401873763,0.018113567
-0.068267041,0.01967431,-0.262329706,0.025733659
-0.179947527,0.020844023,-0.121302897,0.029330059
-0.079396747,0.012741429,-0.19114725,0.009867674
-0.27609857,0.026626794,-0.263730757,0.022059908
-0.086248403,0.015910602,-0.280505463,0.015709737
-0.337880594,0.026115553,-0.280550173,0.027152995
0.085327376,0.015407156,-0.121650818,0.028577557
-0.157439186,0.023681179,-0.311896423,0.024409418
-0.036617055,0.019946468,-0.138317676,0.018385754
-0.241033733,0.014690589,-0.234378767,0.020435565
-0.365486255,0.013858548,-0.33698776,0.034669659
0.005142733,0.02070155,-0.122196556,0.022690151
0.015210984,0.022219848,-0.328089344,0.019983732
-0.074225827,0.014304052,-0.125392298,0.022975968
-0.105798178,0.022408356,-0.038051223,0.019564595
-0.174727481,0.020148859,-0.375676958,0.023290042
-0.236070247,0.012866678,-0.324756871,0.030841486
-0.094910109,0.012713687,-0.137846753,0.019715171
-0.147167497,0.017262082,-0.209539885,0.022514336
-0.164079211,0.015643468,-0.281110501,0.017289132
-0.131750361,0.008459042,-0.263993779,0.016994357
-0.123149904,0.015101348,-0.315142812,0.02388048
-0.157479101,0.013141176,-0.209024452,0.016811914
-0.106716967,0.020209909,-0.146001923,0.019208046
-0.182468854,0.023321559,-0.230966661,0.018015921
-0.066049135,0.01251394,-0.050521809,0.036670901
-0.15150955,0.012487511,-0.067544832,0.020305672
-0.141594635,0.009986506,-0.37197162,0.02071571
-0.220034129,0.026483931,-0.23038126,0.01777232
-0.173012999,0.015728267,-2.22E-01,0.010756266
-0.174589455,0.012117961,-0.268963167,0.028961016
-0.164708761,0.019317963,-0.222283432,0.027458497
-0.068551652,0.022217828,-0.213620822,0.041139165
-0.200101344,0.01894923,-0.289359237,0.022877826
-0.099388742,0.018087002,-0.021935323,0.02729299
-0.196102051,0.016832482,-2.13E-01,0.027257017
-0.101710911,0.015694558,-0.131049931,0.027376798
0.028867468,0.01641369,-0.395973119,0.01097634
-0.192928241,0.01432535,-0.366266367,0.023864211
-0.180080267,0.027298801,-0.091540257,0.020643236
-0.242249174,0.014378176,-0.177733731,0.019729664
-0.117824162,0.023913884,-0.281175052,0.025350563
-0.010524147,0.016093679,-0.289098457,0.024170855
-0.090313588,0.009974071,-0.198853494,0.015399513
-0.245944473,0.013060801,-0.25651662,0.030269014
-0.24651653,0.021843597,-0.144562149,0.01708005
-0.106341068,0.013498191,-0.07838719,0.023220604
-0.031983204,0.022714817,-0.172594112,0.020723891
-1.08E-01,0.024167247,-1.36E-01,0.032528484
-0.149546012,0.014999422,-0.147297117,0.01988484
-0.066498341,0.022158926,-0.455123905,0.035994954
-1.41E-01,0.02291633,-2.55E-01,0.028745266
-0.29735052,0.012297074,-0.26338757,0.021314624
-0.20968575,0.019907556,-0.282251939,0.031609801
-0.100882642,0.006532343,-0.255128947,0.024331738
-0.076827141,0.023203276,-0.10447724,0.015504958
0.006203698,0.013180006,-0.155343436,0.019582451
-0.091799445,0.011533325,-0.173284477,0.014285013
-0.190502437,0.020325449,-0.335415914,0.019476435
-0.191228908,0.006558291,-0.264799519,0.014162686
-0.084428815,0.018815818,-2.15E-01,0.021355319
-0.016703883,0.016756931,-0.181700355,0.030504533
-0.160306844,0.024131136,-0.2029636,0.019695354
-0.210170756,0.014128857,-0.297380979,0.022830278
-0.20307032,0.013229527,-0.371931437,0.031853169
-0.136164344,0.019545186,-0.255704949,0.024812986
-0.153496209,0.031663887,-0.071899671,0.018843886
-0.090241528,0.017965207,-0.043029627,0.031702637
-0.087441721,0.015932019,-0.175848909,0.018147723
-0.247184607,0.02339141,-0.165045768,0.021053354
-0.042016674,0.014076084,-0.227449469,0.015728234
-0.064773247,0.016691595,-0.137987749,0.028636571
-0.006171741,0.020054603,-0.007273104,0.023115434
-0.176403371,0.020442768,-0.2665372,0.0171261
-0.199885682,0.008825039,-0.20500527,0.017025587
-0.072670591,0.00754271,-0.22354593,0.012348044
-0.192473553,0.012079781,-0.290220616,0.022833538
-0.138334585,0.020079804,-0.160168881,0.014335146
-0.012819995,0.018607212,-0.051459396,0.032573057
-0.173078343,0.016769113,-0.237511211,0.018087941
-0.272150831,0.027386531,-0.255327998,0.027165642
-0.150514898,0.019757441,-0.264726848,0.024195393
-0.188717056,0.016596523,-0.437463598,0.026297896
-0.106639604,0.016237088,-0.07152852,0.022293524
-0.201842217,0.011010703,-0.348670582,0.015226613
-0.075646853,0.00966188,-0.086176351,0.030140565
-0.009591509,0.017623021,-0.24183034,0.024370893
-0.130913817,0.009950827,-0.281143915,0.014398523
-0.091469998,0.015400668,-0.252690871,0.026758812
-0.1821912,0.0246504,-0.219364796,0.020294047
-0.135976727,0.016299324,-0.23700841,0.021367963
-0.125558509,0.015849055,-0.321010386,0.01959993
-0.21737022,0.014483371,-0.328313621,0.025221519
-0.182970592,0.015824359,-0.223141027,0.011916496
0.024372851,0.016251505,0.097609966,0.029778629
-0.134491277,0.025442294,-0.219376859,0.034005487
-0.174772995,0.011060367,-0.277035491,0.02832591
0.008092045,0.013720026,0.137286659,0.017902219
-0.233787083,0.019224981,-0.322712571,0.033273246
-0.146567513,0.014293885,-0.125903778,0.029684962
-0.134485892,0.01416252,-0.205111708,0.029754158
-0.19423029,0.018120722,-0.211183529,0.015663837
-0.168806406,0.019487176,-0.266356543,0.037427437
-0.084067614,0.016444165,-0.385283701,0.022645274
-0.227701248,0.026158746,-0.185644862,0.021738513
-0.041721887,0.019827979,-0.273987608,0.0221067
-0.106554046,0.014348221,-0.350240885,0.031316052
-0.239775999,0.010835697,-0.236195591,0.028018876
-0.03643861,0.023200723,0.008787982,0.022879123
-0.253690599,0.016665804,-0.185920367,0.022065204
-0.142187249,0.016006974,-0.316684807,0.009786364
-0.148405351,0.018008834,-0.336390864,0.017146705
-0.027780039,0.016911051,-0.073144593,0.023278863
-0.1637489,0.021472648,-0.364722498,0.030799042
-0.104087774,0.020734166,-0.130589999,0.020389476
-0.170934076,0.017307715,-0.190041695,0.019743844
-0.015786523,0.01067833,-0.205338943,0.033161682
-0.258281173,0.021881468,-0.272930254,0.019751193
-0.266020987,0.015231255,-0.188278922,0.016995863
-0.050858777,0.016527427,-0.125198065,0.036595478
-0.118478124,0.016223646,-0.090746498,0.020497222
-0.211185298,0.01429072,-0.283379452,0.013569118
-0.123745798,0.014453792,-0.287665644,0.020327612
-0.164844293,0.013543556,-0.172488596,0.024224696
-0.075398724,0.017441448,-0.324841466,0.022372939
-0.025992257,0.020727683,-0.157843674,0.022599731
-0.22827798,0.025568924,-0.363682672,0.023637368
-0.22148383,0.014335245,-0.312045827,0.030969554
-0.102265872,0.018652358,-0.344459904,0.032593448
-0.101402831,0.012702893,-0.271321753,0.025263628
-0.224660018,0.014415781,-0.259052967,0.023294221
-0.064977937,0.008945586,-0.183034611,0.019296626
-0.229762278,0.014428782,-0.239901831,0.017346888
-0.074599977,0.022482838,-0.245898993,0.016750494
-0.117497208,0.019347873,0.066189396,0.032788543
-0.006538159,0.019570091,-0.060395741,0.020267925
-0.035240511,0.014638803,-0.094068673,0.017446395
-0.045332492,0.015945206,0.079902039,0.025519972
-0.174681848,0.01472891,-0.178363648,0.024567737
-0.188566259,0.017089923,-0.343825052,0.014238996
-0.179481547,0.013027683,-0.315247534,0.019307343
-0.127435847,0.011073637,-0.348533622,0.024913105
-0.161309145,0.022170004,-0.226726379,0.024511552
-0.143275217,0.016317766,-0.152761522,0.017548204
-0.099670604,0.02359485,-0.179786741,0.029669077
-0.253774056,0.016840803,-0.303656774,0.015844058
-0.131684399,0.013005619,-0.263104384,0.027739235
-0.081033194,0.015208537,-0.33337231,0.028847801
-0.104604835,0.005581061,-0.285810646,0.014205514
-0.193585318,0.014028351,-0.21771883,0.026241663
-0.121481362,0.015070606,-0.250182364,0.028231631
-0.183177878,0.015595076,-0.199528663,0.013149109
-0.186113484,0.014636782,-0.318793523,0.018149684
-0.135794821,0.021713298,-0.072079601,0.009128916
-0.155740167,0.013802882,-0.409177195,0.018157405
-0.044032635,0.017251492,-0.134537402,0.027310716
-0.116172244,0.015248164,-0.033021772,0.031215278
-0.158554177,0.015840151,-0.211949812,0.021101524
-0.096385796,0.015343558,-0.121543792,0.022795971
-0.229875816,0.014828138,-0.360558573,0.031507889
-0.159029642,0.013318025,-0.338394136,0.018249389
-0.074280409,0.017257662,-0.108892184,0.025606671
-0.025690407,0.017176189,0.001379739,0.030361657
-0.099911916,0.017260449,-0.188310327,0.018250977
-0.229311901,0.012471636,-0.286426373,0.018358488
0.013930001,0.01922561,-0.134663688,0.033453438
-0.188163537,0.019110997,-0.308019867,0.02298164
-0.273913365,0.024986937,-0.376214833,0.022990731
-0.227863783,0.018332914,-0.18816832,0.018274469
-0.195770354,0.016283246,-0.3527327,0.024845753
